TC_ID,2018_Total_A,2018_Can_A,2018_LowVeg_A,2018_Barren_A,2018_Water_A,2018_Build_A,2018_Road_A,2018_Shrub_A,2018_Wetlands_A,2018_Imperv_A,2013_Total_A,2013_Can_A,2013_LowVeg_A,2013_Barren_A,2013_Water_A,2013_Build_A,2013_Road_A,2013_Shrub_A,2013_Wetlands_A,2013_Imperv_A,Can_PChange,LowVeg_Pchange,Barren_Pchange,Water_Pchange,Build_Pchange,Road_Pchange,Shrub_Pchange,Wetlands_Pchange,Imperv_Pchange
12083,7194,0,0,0,168,0,0,0,7026,0,7194,0,0,0,168,0,0,0,7026,0,0,0,0,0,0,0,0,0,0
12084,900,0,0,0,104,0,0,0,796,0,900,0,0,0,104,0,0,0,796,0,0,0,0,0,0,0,0,0,0
12085,2701,2701,0,0,0,0,0,0,0,0,2701,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086,7206,2760,4031,0,0,102,0,0,0,313,7206,2760,4031,0,0,102,0,0,0,313,0,0,0,0,0,0,0,0,0
12087,899,899,0,0,0,0,0,0,0,0,899,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12088,15303,9191,5085,0,345,235,277,0,0,170,15303,9164,5113,0,345,234,277,0,0,170,0.294631165,-0.547623704,0,0,0.427350427,0,0,0,0
12089,2700,2070,401,0,0,49,0,0,172,8,2700,2065,405,0,0,49,0,0,173,8,0.242130751,-0.987654321,0,0,0,0,0,-0.578034682,0
12090,897,735,0,0,0,0,0,0,162,0,897,735,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0
12091,1801,1801,0,0,0,0,0,0,0,0,1801,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12092,1799,1777,16,0,0,0,0,0,6,0,1799,1777,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
12093,7199,2661,3702,0,142,522,93,0,0,79,7199,2621,3742,0,142,522,93,0,0,79,1.526135063,-1.068947087,0,0,0,0,0,0,0
12094,5406,1110,3345,0,164,316,0,0,0,471,5406,1041,3580,0,164,316,0,0,0,305,6.628242075,-6.56424581,0,0,0,0,0,0,54.42622951
12095,38710,11863,26847,0,0,0,0,0,0,0,38710,11863,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12096,903,422,274,0,48,0,0,0,159,0,903,422,274,0,48,0,0,0,159,0,0,0,0,0,0,0,0,0,0
12097,896,896,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12098,5400,4680,440,0,0,0,0,280,0,0,5400,4537,531,0,0,0,0,332,0,0,3.151862464,-17.13747646,0,0,0,0,-15.6626506,0,0
12099,898,885,13,0,0,0,0,0,0,0,898,885,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,899,838,32,0,0,0,0,0,29,0,899,838,32,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
12101,897,0,897,0,0,0,0,0,0,0,897,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12102,3605,425,2722,0,18,211,0,0,0,229,3605,409,2738,0,18,211,0,0,0,229,3.91198044,-0.584368152,0,0,0,0,0,0,0
12103,5396,0,5396,0,0,0,0,0,0,0,5396,103,5293,0,0,0,0,0,0,0,-100,1.945966371,0,0,0,0,0,0,0
12104,906,0,906,0,0,0,0,0,0,0,906,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12105,15300,579,14290,0,158,0,0,0,206,67,15300,565,14304,0,158,0,0,0,206,67,2.477876106,-0.09787472,0,0,0,0,0,0,0
12106,1797,1797,0,0,0,0,0,0,0,0,1797,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12107,7193,28,7165,0,0,0,0,0,0,0,7193,28,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12108,9004,0,9004,0,0,0,0,0,0,0,9004,0,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12109,905,181,233,0,0,112,0,0,0,379,905,210,219,0,0,112,0,0,0,364,-13.80952381,6.392694064,0,0,0,0,0,0,4.120879121
12110,2701,2695,6,0,0,0,0,0,0,0,2701,2695,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12111,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12112,2696,2674,10,0,0,0,0,0,12,0,2696,2674,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
12113,898,16,663,0,0,171,6,0,0,42,898,18,663,0,0,169,6,0,0,42,-11.11111111,0,0,0,1.183431953,0,0,0,0
12114,8097,1557,5962,54,37,0,0,0,366,121,8097,1541,6098,54,37,0,0,0,366,1,1.038286827,-2.230239423,0,0,0,0,0,0,12000
12115,7196,810,6338,0,48,0,0,0,0,0,7196,810,6338,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12116,114300,113751,324,0,0,0,0,0,225,0,114300,113750,325,0,0,0,0,0,225,0,0.000879121,-0.307692308,0,0,0,0,0,0,0
12117,895,895,0,0,0,0,0,0,0,0,895,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12118,904,345,509,0,0,50,0,0,0,0,904,345,509,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
12119,11703,11659,6,0,0,0,0,0,38,0,11703,11659,6,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
12120,903,901,1,0,1,0,0,0,0,0,903,901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12121,8998,3412,5230,0,0,86,0,0,223,47,8998,3420,5230,0,0,78,0,0,223,47,-0.233918129,0,0,0,10.25641026,0,0,0,0
12122,4496,4496,0,0,0,0,0,0,0,0,4496,4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12123,907,907,0,0,0,0,0,0,0,0,907,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12124,1798,0,0,0,141,0,0,0,1657,0,1798,0,0,0,141,0,0,0,1657,0,0,0,0,0,0,0,0,0,0
12125,895,790,0,0,0,0,0,0,105,0,895,790,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
12126,27892,26022,1656,0,212,0,0,2,0,0,27892,26307,1371,0,212,0,0,2,0,0,-1.083361843,20.78774617,0,0,0,0,0,0,0
12127,11699,11542,155,0,0,0,0,2,0,0,11699,11542,155,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12128,902,10,0,0,0,0,0,0,892,0,902,10,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0
12129,2698,127,99,0,0,0,0,0,2472,0,2698,127,99,0,0,0,0,0,2472,0,0,0,0,0,0,0,0,0,0
12130,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12131,902,497,373,0,0,32,0,0,0,0,902,497,373,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
12132,896,492,83,0,0,0,0,0,321,0,896,492,83,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0
12133,30605,2006,28599,0,0,0,0,0,0,0,30605,1969,28636,0,0,0,0,0,0,0,1.87912646,-0.12920799,0,0,0,0,0,0,0
12134,902,719,171,0,0,11,0,0,0,1,902,719,171,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
12135,1797,1797,0,0,0,0,0,0,0,0,1797,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12136,3597,3597,0,0,0,0,0,0,0,0,3597,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12137,901,539,163,0,199,0,0,0,0,0,901,585,117,0,199,0,0,0,0,0,-7.863247863,39.31623932,0,0,0,0,0,0,0
12138,4504,4504,0,0,0,0,0,0,0,0,4504,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12139,1802,1552,0,0,0,0,0,0,250,0,1802,1552,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0
12140,898,97,89,0,0,0,0,0,712,0,898,97,89,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0
12141,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12142,3596,0,2506,0,0,179,0,0,0,911,3596,0,2506,0,0,179,0,0,0,911,0,0,0,0,0,0,0,0,0
12143,27892,7886,18423,0,0,285,85,0,1135,78,27892,7877,18431,0,0,285,85,0,1136,78,0.114256697,-0.043405133,0,0,0,0,0,-0.088028169,0
12144,905,0,905,0,0,0,0,0,0,0,905,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12145,901,338,563,0,0,0,0,0,0,0,901,338,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12146,896,896,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12147,903,796,32,0,0,1,0,0,0,74,903,796,105,0,0,1,0,0,0,1,0,-69.52380952,0,0,0,0,0,0,7300
12148,3601,2889,242,0,0,0,0,470,0,0,3601,2889,242,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0
12149,2697,0,2697,0,0,0,0,0,0,0,2697,0,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12150,2699,787,1912,0,0,0,0,0,0,0,2699,787,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12151,6295,6295,0,0,0,0,0,0,0,0,6295,6295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12152,900,0,0,0,30,0,0,0,870,0,900,0,0,0,30,0,0,0,870,0,0,0,0,0,0,0,0,0,0
12153,1800,231,1338,0,0,153,0,0,0,78,1800,231,1338,0,0,153,0,0,0,78,0,0,0,0,0,0,0,0,0
12154,903,21,786,96,0,0,0,0,0,0,903,21,786,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12155,896,896,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12156,1162924,607009,421037,8311,8512,22473,34726,3593,0,57263,1162924,617136,412355,8311,8512,22479,34802,3593,0,55736,-1.640967307,2.105467376,0,0,-0.026691579,-0.218378254,0,0,2.73970145
12157,3601,3540,61,0,0,0,0,0,0,0,3601,3540,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12158,1797,19,394,0,178,0,451,0,641,114,1797,19,462,0,178,0,484,0,654,0,0,-14.71861472,0,0,0,-6.818181818,0,-1.987767584,0
12159,2695,357,1540,0,0,160,0,0,406,232,2695,357,1540,0,0,160,0,0,406,232,0,0,0,0,0,0,0,0,0
12160,8105,2243,5269,0,0,332,0,0,0,261,8105,2228,5284,0,0,332,0,0,0,261,0.673249551,-0.283875852,0,0,0,0,0,0,0
12161,1802,301,1501,0,0,0,0,0,0,0,1802,301,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12162,11697,4632,6571,0,0,134,123,0,0,237,11697,4608,6593,0,0,134,123,0,0,239,0.520833333,-0.333687244,0,0,0,0,0,0,-0.836820084
12163,899,898,1,0,0,0,0,0,0,0,899,898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12164,15306,57,15249,0,0,0,0,0,0,0,15306,57,15249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12165,3597,986,1910,0,0,471,0,0,0,230,3597,986,1910,0,0,471,0,0,0,230,0,0,0,0,0,0,0,0,0
12166,900,619,6,0,275,0,0,0,0,0,900,619,6,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12167,905,781,3,0,121,0,0,0,0,0,905,781,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12168,15306,11528,457,0,0,0,0,0,3321,0,15306,11528,457,0,0,0,0,0,3321,0,0,0,0,0,0,0,0,0,0
12169,899,0,0,0,0,0,0,0,899,0,899,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0
12170,26991,24797,621,0,0,38,1293,0,0,242,26991,24984,438,0,0,38,1293,0,0,238,-0.748479027,41.78082192,0,0,0,0,0,0,1.680672269
12171,31509,12457,753,0,0,0,0,29,18145,125,31509,12457,753,0,0,0,0,29,18270,0,0,0,0,0,0,0,0,-0.684181719,0
12172,906,11,2,0,122,0,243,0,520,8,906,11,2,0,122,0,243,0,520,8,0,0,0,0,0,0,0,0,0
12173,903,831,72,0,0,0,0,0,0,0,903,831,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12174,4498,630,3757,0,111,0,0,0,0,0,4498,630,3757,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12175,902,811,16,0,75,0,0,0,0,0,902,811,16,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12176,905,816,0,0,34,0,0,0,55,0,905,816,0,0,34,0,0,0,55,0,0,0,0,0,0,0,0,0,0
12177,2701,63,2440,0,0,81,0,0,11,106,2701,63,2440,0,0,81,0,0,11,106,0,0,0,0,0,0,0,0,0
12178,3595,501,479,0,152,0,0,0,2463,0,3595,501,479,0,152,0,0,0,2463,0,0,0,0,0,0,0,0,0,0
12179,3602,532,257,0,20,0,0,0,2793,0,3602,532,257,0,20,0,0,0,2793,0,0,0,0,0,0,0,0,0,0
12180,2699,1054,4,0,0,0,0,0,1641,0,2699,1054,4,0,0,0,0,0,1641,0,0,0,0,0,0,0,0,0,0
12181,2701,0,0,0,64,0,0,0,2637,0,2701,0,0,0,64,0,0,0,2637,0,0,0,0,0,0,0,0,0,0
12182,903,838,65,0,0,0,0,0,0,0,903,838,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12183,11700,11490,210,0,0,0,0,0,0,0,11700,11596,104,0,0,0,0,0,0,0,-0.914108313,101.9230769,0,0,0,0,0,0,0
12184,3599,1492,2070,0,5,0,0,0,32,0,3599,1492,2070,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0
12185,901,0,901,0,0,0,0,0,0,0,901,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12186,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12187,898,54,734,0,0,0,92,18,0,0,898,0,770,0,0,0,92,36,0,0,0,-4.675324675,0,0,0,0,-50,0,0
12188,894,894,0,0,0,0,0,0,0,0,894,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12189,17093,3094,13894,65,27,0,0,0,0,13,17093,3057,14009,0,27,0,0,0,0,0,1.210336932,-0.820900849,0,0,0,0,0,0,0
12190,2704,0,2704,0,0,0,0,0,0,0,2704,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12191,2704,2693,10,0,0,0,0,0,1,0,2704,2693,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12192,897,72,825,0,0,0,0,0,0,0,897,54,843,0,0,0,0,0,0,0,33.33333333,-2.135231317,0,0,0,0,0,0,0
12193,2700,1486,633,0,0,32,312,46,0,191,2700,1594,534,0,0,32,313,46,0,181,-6.775407779,18.53932584,0,0,0,-0.319488818,0,0,5.524861878
12194,6298,6298,0,0,0,0,0,0,0,0,6298,6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12195,903,848,8,0,0,0,0,0,47,0,903,848,8,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
12196,2698,54,2562,0,0,0,0,0,82,0,2698,46,2569,0,0,0,0,0,83,0,17.39130435,-0.272479564,0,0,0,0,0,-1.204819277,0
12197,1795,1795,0,0,0,0,0,0,0,0,1795,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12198,52206,40356,7223,0,0,1583,1153,58,0,1833,52206,40850,6776,0,0,1583,1153,58,0,1786,-1.209302326,6.596812279,0,0,0,0,0,0,2.631578947
12199,1800,564,629,0,0,268,0,0,0,339,1800,554,639,0,0,268,0,0,0,339,1.805054152,-1.564945227,0,0,0,0,0,0,0
12200,900,800,100,0,0,0,0,0,0,0,900,800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12201,1800,0,0,0,207,0,0,0,1593,0,1800,0,0,0,207,0,0,0,1593,0,0,0,0,0,0,0,0,0,0
12202,901,802,99,0,0,0,0,0,0,0,901,802,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12203,894,92,81,0,0,68,365,0,0,288,894,92,81,0,0,68,365,0,0,288,0,0,0,0,0,0,0,0,0
12204,4497,4497,0,0,0,0,0,0,0,0,4497,4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12205,10799,10799,0,0,0,0,0,0,0,0,10799,10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12206,12611,1419,11179,0,13,0,0,0,0,0,12611,1419,11179,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12207,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12208,1798,295,1491,0,0,12,0,0,0,0,1798,291,1495,0,0,12,0,0,0,0,1.374570447,-0.267558528,0,0,0,0,0,0,0
12209,902,0,902,0,0,0,0,0,0,0,902,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12210,1804,80,1724,0,0,0,0,0,0,0,1804,80,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12211,1798,845,849,0,0,93,0,0,0,11,1798,845,849,0,0,93,0,0,0,11,0,0,0,0,0,0,0,0,0
12212,902,846,56,0,0,0,0,0,0,0,902,846,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12213,9899,2470,6998,0,0,0,0,0,417,14,9899,2419,7049,0,0,0,0,0,417,14,2.108309219,-0.72350688,0,0,0,0,0,0,0
12214,904,497,27,0,242,0,0,0,138,0,904,497,27,0,242,0,0,0,138,0,0,0,0,0,0,0,0,0,0
12215,1802,551,1243,0,0,0,0,0,0,8,1802,551,1251,0,0,0,0,0,0,0,0,-0.639488409,0,0,0,0,0,0,0
12216,7195,7195,0,0,0,0,0,0,0,0,7195,7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12217,905,823,82,0,0,0,0,0,0,0,905,791,114,0,0,0,0,0,0,0,4.04551201,-28.07017544,0,0,0,0,0,0,0
12218,901,0,865,0,0,0,0,0,0,36,901,0,865,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
12219,896,629,267,0,0,0,0,0,0,0,896,629,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12220,1800,0,1800,0,0,0,0,0,0,0,1800,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12221,9000,1200,7618,0,0,0,0,0,182,0,9000,1200,7618,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0
12222,1796,1216,7,0,6,0,0,0,567,0,1796,1216,7,0,6,0,0,0,567,0,0,0,0,0,0,0,0,0,0
12223,901,252,649,0,0,0,0,0,0,0,901,252,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12224,900,862,38,0,0,0,0,0,0,0,900,862,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12225,3593,3593,0,0,0,0,0,0,0,0,3593,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12226,2700,185,2515,0,0,0,0,0,0,0,2700,185,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12227,3593,1026,2567,0,0,0,0,0,0,0,3593,1026,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12228,4497,2295,2163,0,0,0,0,0,39,0,4497,2295,2163,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
12229,900,647,253,0,0,0,0,0,0,0,900,647,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12230,11701,11701,0,0,0,0,0,0,0,0,11701,11701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,900,0,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12232,86442,18197,66634,0,41,535,0,0,0,1035,86442,17929,66902,0,41,535,0,0,0,1035,1.494784985,-0.400585932,0,0,0,0,0,0,0
12233,9903,5732,1962,0,0,0,0,0,2209,0,9903,5732,1962,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0
12234,3600,1002,1689,0,0,49,770,0,0,90,3600,971,1709,0,0,49,780,0,0,91,3.192584964,-1.170275015,0,0,0,-1.282051282,0,0,-1.098901099
12235,10805,9658,1147,0,0,0,0,0,0,0,10805,9867,938,0,0,0,0,0,0,0,-2.118171683,22.28144989,0,0,0,0,0,0,0
12236,6300,5566,379,0,0,0,337,0,0,18,6300,5566,379,0,0,0,337,0,0,18,0,0,0,0,0,0,0,0,0
12237,895,861,15,0,0,0,0,0,19,0,895,861,15,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
12238,901,901,0,0,0,0,0,0,0,0,901,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12239,904,904,0,0,0,0,0,0,0,0,904,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12240,4502,2331,2171,0,0,0,0,0,0,0,4502,2331,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12241,5401,5401,0,0,0,0,0,0,0,0,5401,5401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12242,17106,5177,10257,0,0,0,0,0,1672,0,17106,5177,10257,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0
12243,2698,2074,624,0,0,0,0,0,0,0,2698,2056,642,0,0,0,0,0,0,0,0.875486381,-2.803738318,0,0,0,0,0,0,0
12244,2698,980,1328,0,0,10,0,373,0,7,2698,1012,1296,0,0,10,0,373,0,7,-3.162055336,2.469135802,0,0,0,0,0,0,0
12245,6303,3512,301,0,0,0,0,0,2490,0,6303,3512,301,0,0,0,0,0,2490,0,0,0,0,0,0,0,0,0,0
12246,895,838,0,0,57,0,0,0,0,0,895,838,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12247,4504,4416,0,0,0,0,0,0,88,0,4504,4416,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0
12248,68390,44560,11657,0,0,3549,5303,211,0,3110,68390,45974,10509,0,0,3549,5338,218,0,2802,-3.075651455,10.92396993,0,0,0,-0.655676283,-3.211009174,0,10.99214847
12249,4501,1025,2945,0,0,142,0,0,0,389,4501,1664,2438,0,0,142,0,0,0,257,-38.40144231,20.79573421,0,0,0,0,0,0,51.3618677
12250,8994,7419,863,0,0,355,1,0,22,334,8994,7410,864,0,0,363,1,0,22,334,0.12145749,-0.115740741,0,0,-2.203856749,0,0,0,0
12251,902,902,0,0,0,0,0,0,0,0,902,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12252,902,631,11,0,0,0,0,0,260,0,902,631,11,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0
12253,279855,257333,21562,0,0,326,0,0,0,634,279855,258036,20859,0,0,326,0,0,0,634,-0.272442605,3.370247855,0,0,0,0,0,0,0
12254,9006,1629,6833,0,0,473,0,0,0,71,9006,1616,6848,0,0,470,0,0,0,72,0.804455446,-0.219042056,0,0,0.638297872,0,0,0,-1.388888889
12255,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,2698,2698,0,0,0,0,0,0,0,0,2698,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12257,36908,32121,4740,0,0,0,1,0,45,1,36908,32121,4740,0,0,0,1,0,45,1,0,0,0,0,0,0,0,0,0
12258,1803,945,31,0,0,0,0,0,827,0,1803,945,31,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0
12259,898,743,15,0,0,140,0,0,0,0,898,743,15,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0
12260,894,394,81,0,0,92,141,0,0,186,894,488,50,0,0,92,141,0,0,123,-19.26229508,62,0,0,0,0,0,0,51.2195122
12261,898,872,26,0,0,0,0,0,0,0,898,872,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12262,1799,493,390,0,0,0,0,0,916,0,1799,493,390,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0
12263,905,170,102,0,0,0,0,0,633,0,905,170,102,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0
12264,3600,0,2,0,140,0,0,0,3458,0,3600,0,2,0,140,0,0,0,3458,0,0,0,0,0,0,0,0,0,0
12265,99906,96675,2673,545,0,0,0,0,0,13,99906,98340,1021,545,0,0,0,0,0,0,-1.693105552,161.8021548,0,0,0,0,0,0,0
12266,1801,566,1200,0,0,0,0,0,35,0,1801,566,1200,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
12267,903,326,577,0,0,0,0,0,0,0,903,326,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12268,22503,22314,189,0,0,0,0,0,0,0,22503,22314,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12269,898,287,611,0,0,0,0,0,0,0,898,382,516,0,0,0,0,0,0,0,-24.86910995,18.41085271,0,0,0,0,0,0,0
12270,6303,5897,229,0,0,0,0,0,177,0,6303,5896,230,0,0,0,0,0,177,0,0.016960651,-0.434782609,0,0,0,0,0,0,0
12271,7197,3352,3750,0,0,0,0,0,95,0,7197,3352,3750,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
12272,7200,5409,1791,0,0,0,0,0,0,0,7200,6237,963,0,0,0,0,0,0,0,-13.27561328,85.98130841,0,0,0,0,0,0,0
12273,6300,0,5187,235,428,0,0,0,437,13,6300,0,5187,235,428,0,0,0,437,13,0,0,0,0,0,0,0,0,0
12274,11706,1703,9772,0,231,0,0,0,0,0,11706,1703,9772,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12275,8097,3001,4022,0,0,0,0,0,1074,0,8097,3001,4022,0,0,0,0,0,1074,0,0,0,0,0,0,0,0,0,0
12276,896,896,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12277,2701,2361,340,0,0,0,0,0,0,0,2701,2361,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12278,7202,2275,4647,0,0,0,0,0,280,0,7202,2327,4595,0,0,0,0,0,280,0,-2.234636872,1.131664853,0,0,0,0,0,0,0
12279,9902,5098,4330,0,0,0,474,0,0,0,9902,4802,4626,0,0,0,474,0,0,0,6.164098292,-6.398616515,0,0,0,0,0,0,0
12280,899,882,17,0,0,0,0,0,0,0,899,882,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12281,2695,2621,74,0,0,0,0,0,0,0,2695,2629,66,0,0,0,0,0,0,0,-0.304298212,12.12121212,0,0,0,0,0,0,0
12282,7200,275,4203,0,0,218,104,0,1741,659,7200,226,4243,0,0,218,104,0,1741,668,21.68141593,-0.942729201,0,0,0,0,0,0,-1.347305389
12283,5400,1836,3181,0,247,0,0,0,82,54,5400,1836,3181,0,247,0,0,0,82,54,0,0,0,0,0,0,0,0,0
12284,901,790,111,0,0,0,0,0,0,0,901,790,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,6288,3852,863,0,0,0,96,0,1477,0,6288,2883,1832,0,0,0,96,0,1477,0,33.61082206,-52.8930131,0,0,0,0,0,0,0
12286,902,487,415,0,0,0,0,0,0,0,902,487,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
